tourney_name,tourney_level,tourney_date,surface,round,best_of,winner_name,loser_name,score,winner_rank,loser_rank,winner_rank_points,loser_rank_points
Australian Open,Grand Slam,1973-12-26,Grass,R64,3,Jenny Walker,Chris Matison,7-6 3-6 7-5,,,,
Australian Open,Grand Slam,1973-12-26,Grass,R64,3,Janet Newberry,Kiyoko Nomura,6-0 6-2,,,,
Australian Open,Grand Slam,1973-12-26,Grass,R64,3,Marilyn Tesch,Kerry Ballard,6-4 6-1,,,,
Australian Open,Grand Slam,1973-12-26,Grass,R64,3,Kazuko Sawamatsu,Helena Anliot,6-4 6-3,,,,
Australian Open,Grand Slam,1973-12-26,Grass,R64,3,Lesley Hunt,Wendy Gilchrist,6-4 6-0,,,,
Australian Open,Grand Slam,1973-12-26,Grass,R64,3,Helen Gourlay,Lindsey Beaven,6-2 4-6 7-5,,,,
Australian Open,Grand Slam,1973-12-26,Grass,R64,3,Sue Barker,Isabelle Larsson,7-6 6-3,,,,
Australian Open,Grand Slam,1973-12-26,Grass,R64,3,Jill Schwikert,Frances Candy,6-4 6-2,,,,
Australian Open,Grand Slam,1973-12-26,Grass,R64,3,Nellemieke Brouwer,Beverley Rae,6-4 6-3,,,,
Australian Open,Grand Slam,1973-12-26,Grass,R64,3,Patricia Coleman,Margareta Strandberg,7-5 5-7 6-3,,,,
Australian Open,Grand Slam,1973-12-26,Grass,R64,3,Wendy Turnbull,Brenda Dale,6-0 6-0,,,,
Australian Open,Grand Slam,1973-12-26,Grass,R64,3,Julie Heldman,Nerida Gregory,6-3 6-3,,,,
Australian Open,Grand Slam,1973-12-26,Grass,R64,3,Kerry Reid,Kerryl Chute,6-1 6-2,,,,
Australian Open,Grand Slam,1973-12-26,Grass,R64,3,Dianne Fromholtz,Pam Whytcross,7-6 6-7 6-0,,,,
Australian Open,Grand Slam,1973-12-26,Grass,R64,3,Ann Kiyomura Hayashi,J D Griffiths,6-1 6-3,,,,
Australian Open,Grand Slam,1973-12-26,Grass,R64,3,Mandy Morgan,Anneloes Schothurst,6-2 6-0,,,,
Australian Open,Grand Slam,1973-12-26,Grass,R64,3,Gail Williams,Sally Arnott,7-6 6-2,,,,
Australian Open,Grand Slam,1973-12-26,Grass,R64,3,Jackie Fayter,Joy Schwikert,6-3 6-2,,,,
Australian Open,Grand Slam,1973-12-26,Grass,R64,3,Judy Tegart,Chris Oneil,4-6 6-2 6-2,,,,
Australian Open,Grand Slam,1973-12-26,Grass,R64,3,Jenny Dimond,Kerry Harris,2-6 6-3 6-4,,,,
Australian Open,Grand Slam,1973-12-26,Grass,R64,3,Pam Teeguarden,Nora Blom,6-1 6-3,,,,
Australian Open,Grand Slam,1973-12-26,Grass,R64,3,Karen Krantzcke,Vicki Lancaster Kerr,6-3 6-3,,,,
Australian Open,Grand Slam,1973-12-26,Grass,R64,3,Mimi Wikstedt,Barbara Hawcroft,2-6 6-1 6-1,,,,
Australian Open,Grand Slam,1973-12-26,Grass,R64,3,Janet Young,Kathy Walker,6-3 6-4,,,,
Australian Open,Grand Slam,1973-12-26,Grass,R32,3,Chris Evert,Katerleen Szeman,6-0 6-0,,,,
Australian Open,Grand Slam,1973-12-26,Grass,R32,3,Janet Fallis,Toshiko Sade,3-6 6-0 6-3,,,,
Australian Open,Grand Slam,1973-12-26,Grass,R32,3,Janet Newberry,Jenny Walker,6-4 7-6,,,,
Australian Open,Grand Slam,1973-12-26,Grass,R32,3,Kazuko Sawamatsu,Marilyn Tesch,1-6 6-2 6-4,,,,
Australian Open,Grand Slam,1973-12-26,Grass,R32,3,Lesley Hunt,Helen Gourlay,6-2 7-6,,,,
Australian Open,Grand Slam,1973-12-26,Grass,R32,3,Sue Barker,Jill Schwikert,6-2 6-7 6-3,,,,
Australian Open,Grand Slam,1973-12-26,Grass,R32,3,Patricia Coleman,Nellemieke Brouwer,6-0 6-2,,,,
Australian Open,Grand Slam,1973-12-26,Grass,R32,3,Julie Heldman,Wendy Turnbull,6-3 6-4,,,,
Australian Open,Grand Slam,1973-12-26,Grass,R32,3,Kerry Reid,Dianne Fromholtz,6-2 6-1,,,,
Australian Open,Grand Slam,1973-12-26,Grass,R32,3,Ann Kiyomura Hayashi,Mandy Morgan,6-1 6-2,,,,
Australian Open,Grand Slam,1973-12-26,Grass,R32,3,Jackie Fayter,Gail Williams,6-2 6-1,,,,
Australian Open,Grand Slam,1973-12-26,Grass,R32,3,Judy Tegart,Jenny Dimond,4-6 6-2 6-0,,,,
