tourney_name,tourney_level,tourney_date,surface,round,best_of,winner_name,loser_name,score,winner_rank,loser_rank,winner_rank_points,loser_rank_points
Atp Cup,A,2020-01-06,Hard,F,3,Novak Djokovic,Rafael Nadal,6-2 7-6(4),2,1,9055,9985
Atp Cup,A,2020-01-06,Hard,F,3,Roberto Bautista Agut,Dusan Lajovic,7-5 6-1,10,34,2335,1251
Atp Cup,A,2020-01-06,Hard,SF,3,Novak Djokovic,Daniil Medvedev,6-1 5-7 6-4,2,5,9055,5705
Atp Cup,A,2020-01-06,Hard,SF,3,Dusan Lajovic,Karen Khachanov,7-5 7-6(1),34,17,1251,1840
Atp Cup,A,2020-01-06,Hard,SF,3,Rafael Nadal,Alex De Minaur,4-6 7-5 6-1,1,18,9985,1775
Atp Cup,A,2020-01-06,Hard,SF,3,Roberto Bautista Agut,Nick Kyrgios,6-1 6-4,10,29,2335,1375
Atp Cup,A,2020-01-06,Hard,QF,3,Novak Djokovic,Denis Shapovalov,4-6 6-1 7-6(4),2,14,9055,2050
Atp Cup,A,2020-01-06,Hard,QF,3,Dusan Lajovic,Felix Auger Aliassime,6-4 6-2,34,21,1251,1636
Atp Cup,A,2020-01-06,Hard,QF,3,Daniil Medvedev,Diego Schwartzman,6-4 4-6 6-3,5,13,5705,2125
Atp Cup,A,2020-01-06,Hard,QF,3,Karen Khachanov,Guido Pella,6-2 7-6(4),17,25,1840,1530
Atp Cup,A,2020-01-06,Hard,QF,3,Daniel Evans,Alex De Minaur,7-6(4) 4-6 7-6(2),42,18,1124,1775
Atp Cup,A,2020-01-06,Hard,QF,3,Nick Kyrgios,Cameron Norrie,6-2 6-2,29,52,1375,975
Atp Cup,A,2020-01-06,Hard,QF,3,David Goffin,Rafael Nadal,6-4 7-6(3),11,1,2335,9985
Atp Cup,A,2020-01-06,Hard,QF,3,Roberto Bautista Agut,Kimmer Coppejans,6-1 6-4,10,158,2335,328
Atp Cup,A,2020-01-06,Hard,RR,3,Novak Djokovic,Gael Monfils,6-3 6-2,2,9,9055,2530
Atp Cup,A,2020-01-06,Hard,RR,3,Benoit Paire,Dusan Lajovic,6-2 6-7(6) 6-4,24,34,1538,1251
Atp Cup,A,2020-01-06,Hard,RR,3,Novak Djokovic,Kevin Anderson,7-6(5) 7-6(6),2,147,9055,360
Atp Cup,A,2020-01-06,Hard,RR,3,Dusan Lajovic,Lloyd Harris,3-6 7-6(4) 6-3,34,99,1251,569
Atp Cup,A,2020-01-06,Hard,RR,3,Novak Djokovic,Cristian Garin,6-3 6-3,2,33,9055,1291
Atp Cup,A,2020-01-06,Hard,RR,3,Dusan Lajovic,Nicolas Jarry,6-2 7-6(3),34,77,1251,675
Atp Cup,A,2020-01-06,Hard,RR,3,Kevin Anderson,Benoit Paire,2-6 7-6(1) 7-6(5),147,24,360,1538
Atp Cup,A,2020-01-06,Hard,RR,3,Gilles Simon,Lloyd Harris,2-6 6-2 6-2,57,99,910,569
Atp Cup,A,2020-01-06,Hard,RR,3,Gael Monfils,Cristian Garin,6-3 7-5,9,33,2530,1291
Atp Cup,A,2020-01-06,Hard,RR,3,Benoit Paire,Nicolas Jarry,6-7(3) 6-3 6-3,24,77,1538,675
Atp Cup,A,2020-01-06,Hard,RR,3,Kevin Anderson,Cristian Garin,6-0 6-3,147,33,360,1291
Atp Cup,A,2020-01-06,Hard,RR,3,Lloyd Harris,Nicolas Jarry,6-4 6-4,99,77,569,675
Atp Cup,A,2020-01-06,Hard,RR,3,Rafael Nadal,Yoshihito Nishioka,7-6(4) 6-4,1,72,9985,764
Atp Cup,A,2020-01-06,Hard,RR,3,Roberto Bautista Agut,Go Soeda,6-2 6-4,10,119,2335,461
Atp Cup,A,2020-01-06,Hard,RR,3,Rafael Nadal,Nikoloz Basilashvili,6-3 7-5,1,26,9985,1450
Atp Cup,A,2020-01-06,Hard,RR,3,Roberto Bautista Agut,Aleksandre Metreveli,6-0 6-0,10,678,2335,29
Atp Cup,A,2020-01-06,Hard,RR,3,Rafael Nadal,Pablo Cuevas,6-2 6-1,1,45,9985,1097
Atp Cup,A,2020-01-06,Hard,RR,3,Roberto Bautista Agut,Franco Roncadelli,6-1 6-2,10,,2335,
Atp Cup,A,2020-01-06,Hard,RR,3,Yoshihito Nishioka,Nikoloz Basilashvili,6-2 6-3,72,26,764,1450
Atp Cup,A,2020-01-06,Hard,RR,3,Go Soeda,Aleksandre Metreveli,4-6 6-3 6-2,119,678,461,29
Atp Cup,A,2020-01-06,Hard,RR,3,Yoshihito Nishioka,Pablo Cuevas,6-0 6-1,72,45,764,1097
Atp Cup,A,2020-01-06,Hard,RR,3,Go Soeda,Martin Cuevas,6-1 6-3,119,523,461,52
Atp Cup,A,2020-01-06,Hard,RR,3,Nikoloz Basilashvili,Pablo Cuevas,6-4 1-6 6-4,26,45,1450,1097
Atp Cup,A,2020-01-06,Hard,RR,3,Aleksandre Metreveli,Franco Roncadelli,6-2 6-1,678,,29,
Atp Cup,A,2020-01-06,Hard,RR,3,Daniel Evans,David Goffin,6-4 6-4,42,11,1124,2335
Atp Cup,A,2020-01-06,Hard,RR,3,Steve Darcis,Cameron Norrie,6-2 6-4,200,52,242,975
Atp Cup,A,2020-01-06,Hard,RR,3,David Goffin,Grigor Dimitrov,4-6 6-2 6-2,11,20,2335,1702
Atp Cup,A,2020-01-06,Hard,RR,3,Dimitar Kuzmanov,Steve Darcis,6-0 6-3,417,200,80,242
Atp Cup,A,2020-01-06,Hard,RR,3,David Goffin,Radu Albot,6-4 6-1,11,46,2335,1067
Atp Cup,A,2020-01-06,Hard,RR,3,Steve Darcis,Alexander Cozbinov,6-4 6-7(4) 7-5,200,816,242,18
Atp Cup,A,2020-01-06,Hard,RR,3,Grigor Dimitrov,Daniel Evans,2-6 6-4 6-1,20,42,1702,1124
Atp Cup,A,2020-01-06,Hard,RR,3,Cameron Norrie,Dimitar Kuzmanov,6-2 3-6 6-2,52,417,975,80
Atp Cup,A,2020-01-06,Hard,RR,3,Daniel Evans,Radu Albot,6-2 6-2,42,46,1124,1067
Atp Cup,A,2020-01-06,Hard,RR,3,Cameron Norrie,Alexander Cozbinov,6-2 6-2,52,816,975,18
Atp Cup,A,2020-01-06,Hard,RR,3,Grigor Dimitrov,Radu Albot,6-2 6-3,20,46,1702,1067
Atp Cup,A,2020-01-06,Hard,RR,3,Dimitar Kuzmanov,Alexander Cozbinov,6-1 7-5,417,816,80,18
Atp Cup,A,2020-01-06,Hard,RR,3,Daniil Medvedev,Fabio Fognini,1-6 6-1 6-3,5,12,5705,2290
Atp Cup,A,2020-01-06,Hard,RR,3,Karen Khachanov,Stefano Travaglia,7-5 6-3,17,82,1840,637
