tourney_name,tourney_level,tourney_date,surface,round,best_of,winner_name,loser_name,score,winner_rank,loser_rank,winner_rank_points,loser_rank_points
Atp Cup,A,2022-01-03,Hard,F,3,Felix Auger Aliassime,Roberto Bautista Agut,7-6(3) 6-3,11,19,3308,2260
Atp Cup,A,2022-01-03,Hard,F,3,Denis Shapovalov,Pablo Carreno Busta,6-4 6-3,14,20,2475,2230
Atp Cup,A,2022-01-03,Hard,SF,3,Roberto Bautista Agut,Hubert Hurkacz,7-6(6) 2-6 7-6(5),19,9,2260,3706
Atp Cup,A,2022-01-03,Hard,SF,3,Pablo Carreno Busta,Jan Zielinski,6-2 6-1,20,860,2230,18
Atp Cup,A,2022-01-03,Hard,SF,3,Daniil Medvedev,Felix Auger Aliassime,6-4 6-0,2,11,8640,3308
Atp Cup,A,2022-01-03,Hard,SF,3,Denis Shapovalov,Roman Safiullin,6-4 5-7 6-4,14,167,2475,409
Atp Cup,A,2022-01-03,Hard,RR,3,Casper Ruud,Dusan Lajovic,6-3 7-5,8,33,4160,1591
Atp Cup,A,2022-01-03,Hard,RR,3,Filip Krajinovic,Viktor Durasovic,6-2 7-5,42,345,1402,137
Atp Cup,A,2022-01-03,Hard,RR,3,Cristian Garin,Dusan Lajovic,4-6 6-4 3-0 RET,17,33,2353,1591
Atp Cup,A,2022-01-03,Hard,RR,3,Filip Krajinovic,Alejandro Tabilo,6-4 3-6 7-6(5),42,139,1402,505
Atp Cup,A,2022-01-03,Hard,RR,3,Roberto Bautista Agut,Dusan Lajovic,6-1 6-4,19,33,2260,1591
Atp Cup,A,2022-01-03,Hard,RR,3,Pablo Carreno Busta,Filip Krajinovic,6-3 6-4,20,42,2230,1402
Atp Cup,A,2022-01-03,Hard,RR,3,Casper Ruud,Cristian Garin,6-4 6-1,8,17,4160,2353
Atp Cup,A,2022-01-03,Hard,RR,3,Alejandro Tabilo,Viktor Durasovic,6-1 6-7(5) 6-1,139,345,505,137
Atp Cup,A,2022-01-03,Hard,RR,3,Roberto Bautista Agut,Casper Ruud,6-4 7-6(4),19,8,2260,4160
Atp Cup,A,2022-01-03,Hard,RR,3,Pablo Carreno Busta,Viktor Durasovic,6-3 6-3,20,345,2230,137
Atp Cup,A,2022-01-03,Hard,RR,3,Roberto Bautista Agut,Cristian Garin,6-0 6-3,19,17,2260,2353
Atp Cup,A,2022-01-03,Hard,RR,3,Pablo Carreno Busta,Alejandro Tabilo,6-4 7-6(4),20,139,2230,505
Atp Cup,A,2022-01-03,Hard,RR,3,Daniil Medvedev,Matteo Berrettini,6-2 6-7(5) 6-4,2,7,8640,4568
Atp Cup,A,2022-01-03,Hard,RR,3,Jannik Sinner,Roman Safiullin,7-6(6) 6-3,10,167,3350,409
Atp Cup,A,2022-01-03,Hard,RR,3,Ugo Humbert,Daniil Medvedev,6-7(5) 7-5 7-6(2),35,2,1558,8640
Atp Cup,A,2022-01-03,Hard,RR,3,Roman Safiullin,Arthur Rinderknech,2-6 7-5 6-3,167,58,409,1029
Atp Cup,A,2022-01-03,Hard,RR,3,Daniil Medvedev,Alex De Minaur,6-4 6-2,2,34,8640,1561
Atp Cup,A,2022-01-03,Hard,RR,3,Roman Safiullin,James Duckworth,7-6(6) 6-4,167,49,409,1176
Atp Cup,A,2022-01-03,Hard,RR,3,Matteo Berrettini,Ugo Humbert,6-4 7-6(6),7,35,4568,1558
Atp Cup,A,2022-01-03,Hard,RR,3,Jannik Sinner,Arthur Rinderknech,6-3 7-6(3),10,58,3350,1029
Atp Cup,A,2022-01-03,Hard,RR,3,Alex De Minaur,Matteo Berrettini,6-3 7-6(4),34,7,1561,4568
