tourney_name,tourney_level,tourney_date,surface,round,best_of,winner_name,loser_name,score,winner_rank,loser_rank,winner_rank_points,loser_rank_points
London,A,1973-11-17,Carpet,R32,3,Ilie Nastase,Jean Baptiste Chanfreau,6-3 6-4,1,88,,
London,A,1973-11-17,Carpet,R32,3,Robert Kreiss,Frew Mcmillan,6-2 6-4,193,71,,
London,A,1973-11-17,Carpet,R32,3,Onny Parun,Buster C Mottram,7-5 6-3,39,118,,
London,A,1973-11-17,Carpet,R32,3,Raymond Moore,Owen Davidson,6-4 3-6 6-1,42,135,,
London,A,1973-11-17,Carpet,R32,3,Jimmy Connors,Roger Taylor,6-2 6-3,4,11,,
London,A,1973-11-17,Carpet,R32,3,Gerald Battrick,John Feaver,6-7 6-2 6-4,63,98,,
London,A,1973-11-17,Carpet,R32,3,Nikola Pilic,John Paish,6-3 1-6 6-2,12,83,,
London,A,1973-11-17,Carpet,R32,3,Patrick Proisy,John Lloyd,6-1 3-6 6-0,41,92,,
London,A,1973-11-17,Carpet,R32,3,Jeff Borowiak,Stephen Warboys,6-1 4-6 6-3,83,170,,
London,A,1973-11-17,Carpet,R32,3,Tom Gorman,Graham Stilwell,6-4 6-3,16,99,,
London,A,1973-11-17,Carpet,R32,3,Mark Cox,Hans Jurgen Pohmann,6-3 6-3,19,121,,
London,A,1973-11-17,Carpet,R32,3,Bjorn Borg,Manuel Orantes,6-3 6-2,22,3,,
London,A,1973-11-17,Carpet,R32,3,Ion Tiriac,Bob Carmichael,6-3 6-2,73,74,,
London,A,1973-11-17,Carpet,R32,3,Arthur Ashe,Patrice Dominguez,6-2 6-2,9,43,,
London,A,1973-11-17,Carpet,R32,3,Grover Raz Reid,Haroon Rahim,6-7 6-3 6-2,213,83,,
London,A,1973-11-17,Carpet,R32,3,Tom Okker,Barry Phillips Moore,3-6 6-2 6-4,5,61,,
London,A,1973-11-17,Carpet,R16,3,Ilie Nastase,Robert Kreiss,6-1 6-1,1,193,,
London,A,1973-11-17,Carpet,R16,3,Raymond Moore,Onny Parun,4-6 6-4 6-2,42,39,,
London,A,1973-11-17,Carpet,R16,3,Jimmy Connors,Gerald Battrick,6-1 6-3,4,63,,
London,A,1973-11-17,Carpet,R16,5,Patrick Proisy,Nikola Pilic,6-4 7-5,41,12,,
London,A,1973-11-17,Carpet,R16,3,Tom Gorman,Jeff Borowiak,6-4 6-4,16,83,,
