tourney_name,tourney_level,tourney_date,surface,round,best_of,winner_name,loser_name,score,winner_rank,loser_rank,winner_rank_points,loser_rank_points
Pepsi Grand Slam,A,1979-02-10,Clay,SF,3,Jimmy Connors,John Mcenroe,6-3 6-4,1,4,,
Pepsi Grand Slam,A,1979-02-10,Clay,SF,3,Bjorn Borg,Guillermo Vilas,6-3 6-3,2,3,,
Pepsi Grand Slam,A,1979-02-10,Clay,F,3,Bjorn Borg,Jimmy Connors,6-2 6-3,2,1,,
Louisville,A,1979-07-23,Hard,R64,3,Trey Waltke,Raymond Moore,7-6 6-4,,,,
Louisville,A,1979-07-23,Hard,R64,3,Sherwood Stewart,Ramesh Krishnan,6-2 7-6,83,69,,
Louisville,A,1979-07-23,Hard,R64,3,Nick Saviano,Eric Friedler,6-4 4-6 6-2,87,,,
Louisville,A,1979-07-23,Hard,R64,3,Terry Moor,Jeff Borowiak,3-6 6-1 7-6,84,,,
Louisville,A,1979-07-23,Hard,R64,3,Emilio Montano,Peter Rennert,6-3 7-6,,,,
Louisville,A,1979-07-23,Hard,R64,3,Bernard Mitton,Gene Stuart Malin,6-2 6-3,71,,,
Louisville,A,1979-07-23,Hard,R64,3,Deon Joubert,Rolf Gehring,6-2 5-7 7-6,,50,,
Louisville,A,1979-07-23,Hard,R64,3,John James,John Austin,6-1 6-4,,,,
Louisville,A,1979-07-23,Hard,R64,3,Haroon Ismail,Andrew Pattison,6-3 6-4,,53,,
Louisville,A,1979-07-23,Hard,R64,3,Hubertus Hoyt,Jai Dilouie,3-6 6-3 6-4,,,,
Louisville,A,1979-07-23,Hard,R64,3,George Hardie,Bruce Manson,7-6 6-2,,80,,
Louisville,A,1979-07-23,Hard,R64,3,Heinz Gildemeister,John Chris Lewis,6-3 2-6 7-6,,,,
Louisville,A,1979-07-23,Hard,R64,3,Rejean Genois,Erick Iskersky,6-4 2-6 7-5,,,,
Louisville,A,1979-07-23,Hard,R64,3,Jaime Fillol,Eric Fromm,6-1 7-5,,,,
Louisville,A,1979-07-23,Hard,R64,3,Colin Dowdeswell,Mel Purcell,1-6 6-4 6-2,79,,,
Louisville,A,1979-07-23,Hard,R64,3,Ross Case,Phil Dent,6-1 6-4,85,,,
Louisville,A,1979-07-23,Hard,R64,3,Mike Cahill,Michael Grant,6-3 6-3,,,,
Louisville,A,1979-07-23,Hard,R64,3,Marty Riessen,Ivan Molina,3-6 7-6 6-3,46,86,,
