tourney_name,tourney_level,tourney_date,surface,round,best_of,winner_name,loser_name,score,winner_rank,loser_rank,winner_rank_points,loser_rank_points
Adelaide,A,1990-12-31,Hard,R32,3,Magnus Larsson,Boris Becker,6-4 3-6 7-6(2),56,2,,
Adelaide,A,1990-12-31,Hard,R32,3,Slobodan Zivojinovic,Mark Kratzmann,6-3 3-6 7-6(6),304,75,,
Adelaide,A,1990-12-31,Hard,R32,3,Patrik Kuhnen,Veli Paloheimo,6-0 6-4,82,69,,
Adelaide,A,1990-12-31,Hard,R32,3,Todd Woodbridge,Guillaume Raoux,7-6(2) 6-1,50,84,,
Adelaide,A,1990-12-31,Hard,R32,3,Udo Riglewski,Sergi Bruguera,7-5 6-3,88,28,,
Adelaide,A,1990-12-31,Hard,R32,3,Fabrice Santoro,Thierry Champion,6-2 6-3,62,59,,
Adelaide,A,1990-12-31,Hard,R32,3,Nicklas Kulti,Aki Rahunen,6-4 6-0,51,74,,
Adelaide,A,1990-12-31,Hard,R32,3,Magnus Gustafsson,John Fitzgerald,6-2 6-3,31,188,,
Adelaide,A,1990-12-31,Hard,R32,3,Michael Stich,Jean Philippe Fleurian,6-4 6-4,42,67,,
Adelaide,A,1990-12-31,Hard,R32,3,Gilad Bloom,Sandon Stolle,6-7(4) 7-6(5) 6-4,66,228,,
Adelaide,A,1990-12-31,Hard,R32,3,Jason Stoltenberg,Jacco Eltingh,6-3 6-4,108,128,,
Adelaide,A,1990-12-31,Hard,R32,3,Jimmy Arias,Horst Skoff,7-6(4) 3-0 RET,60,26,,
Adelaide,A,1990-12-31,Hard,R32,3,Mark Woodforde,Mark Koevermans,6-2 7-6(2),101,48,,
Adelaide,A,1990-12-31,Hard,R32,3,Martin Sinner,Eric Jelen,6-3 7-6(1),111,68,,
Adelaide,A,1990-12-31,Hard,R32,3,Paul Haarhuis,Brad Pearce,6-1 3-6 6-2,54,78,,
Adelaide,A,1990-12-31,Hard,R32,3,Jim Courier,Alexander Mronz,3-6 6-2 6-1,25,86,,
Adelaide,A,1990-12-31,Hard,R16,3,Magnus Larsson,Slobodan Zivojinovic,7-6(5) 7-6(8),56,304,,
Adelaide,A,1990-12-31,Hard,R16,3,Patrik Kuhnen,Todd Woodbridge,7-5 6-2,82,50,,
Adelaide,A,1990-12-31,Hard,R16,3,Fabrice Santoro,Udo Riglewski,7-6(4) 7-5,62,88,,
Adelaide,A,1990-12-31,Hard,R16,3,Nicklas Kulti,Magnus Gustafsson,4-6 6-1 6-1,51,31,,
Adelaide,A,1990-12-31,Hard,R16,3,Michael Stich,Gilad Bloom,7-5 6-1,42,66,,
Adelaide,A,1990-12-31,Hard,R16,3,Jimmy Arias,Jason Stoltenberg,6-2 6-4,60,108,,
Adelaide,A,1990-12-31,Hard,R16,3,Martin Sinner,Mark Woodforde,4-6 6-3 6-4,111,101,,
Adelaide,A,1990-12-31,Hard,R16,3,Jim Courier,Paul Haarhuis,6-4 6-4,25,54,,
Adelaide,A,1990-12-31,Hard,QF,3,Magnus Larsson,Patrik Kuhnen,7-6(6) 3-6 6-3,56,82,,
Adelaide,A,1990-12-31,Hard,QF,3,Nicklas Kulti,Fabrice Santoro,6-3 6-0,51,62,,
Adelaide,A,1990-12-31,Hard,QF,3,Michael Stich,Jimmy Arias,3-6 6-3 6-3,42,60,,
Adelaide,A,1990-12-31,Hard,QF,3,Jim Courier,Martin Sinner,7-6(3) 6-3,25,111,,
Adelaide,A,1990-12-31,Hard,SF,3,Nicklas Kulti,Magnus Larsson,7-5 6-4,51,56,,
Adelaide,A,1990-12-31,Hard,SF,3,Michael Stich,Jim Courier,6-4 7-6(6),42,25,,
Adelaide,A,1990-12-31,Hard,F,3,Nicklas Kulti,Michael Stich,6-3 1-6 6-2,51,42,,
Wellington,A,1990-12-31,Hard,R32,3,Christian Bergstrom,Andrei Cherkasov,7-6(5) 7-6(8),80,21,,
Wellington,A,1990-12-31,Hard,R32,3,Patrick Mcenroe,Bryan Shelton,6-3 6-1,120,123,,
Wellington,A,1990-12-31,Hard,R32,3,Dimitri Poliakov,Bruce Derlin,6-2 4-6 6-4,172,249,,
Wellington,A,1990-12-31,Hard,R32,3,Javier Sanchez,Sergio Casal,6-3 3-6 6-3,70,263,,
Wellington,A,1990-12-31,Hard,R32,3,Richard Fromberg,Luis Herrera,7-5 6-2,32,103,,
Wellington,A,1990-12-31,Hard,R32,3,Marian Vajda,Francisco Clavet,6-4 6-2,83,90,,
Wellington,A,1990-12-31,Hard,R32,3,Ramesh Krishnan,Brett Steven,6-2 2-6 7-5,79,213,,
Wellington,A,1990-12-31,Hard,R32,3,Luiz Mattar,Kelly Evernden,6-4 6-4,43,97,,
Wellington,A,1990-12-31,Hard,R32,3,Omar Camporese,Brian Garrow,6-1 6-1,45,95,,
Wellington,A,1990-12-31,Hard,R32,3,Markus Zoecke,Daniel Vacek,6-3 6-3,167,607,,
Wellington,A,1990-12-31,Hard,R32,3,Robbie Weiss,Renzo Furlan,6-7(4) 6-2 6-4,89,77,,
Wellington,A,1990-12-31,Hard,R32,3,Thomas Hogstedt,Karel Novacek,6-4 1-6 6-4,91,34,,
Wellington,A,1990-12-31,Hard,R32,3,Alex Antonitsch,Joao Cunha Silva,6-2 6-4,64,115,,
Wellington,A,1990-12-31,Hard,R32,3,Andrew Sznajder,Tarik Benhabiles,6-4 6-3,104,107,,
Wellington,A,1990-12-31,Hard,R32,3,Jaime Oncins,Malivai Washington,6-1 1-6 7-6(4),113,93,,
