tourney_name,tourney_level,tourney_date,surface,round,best_of,winner_name,loser_name,score,winner_rank,loser_rank,winner_rank_points,loser_rank_points
Birmingham WCT,A,1978-01-09,Carpet,R32,3,Bjorn Borg,Harold Solomon,6-2 6-4,3,14,,
Birmingham WCT,A,1978-01-09,Carpet,R32,3,Cliff Drysdale,Dick Crealy,7-6 6-3,27,68,,
Birmingham WCT,A,1978-01-09,Carpet,R32,3,Nick Saviano,Antonio Zugarelli,6-4 6-3,62,44,,
Birmingham WCT,A,1978-01-09,Carpet,R32,3,Roscoe Tanner,Buster C Mottram,6-4 4-6 6-3,15,20,,
Birmingham WCT,A,1978-01-09,Carpet,R32,3,Vitas Gerulaitis,Mark Cox,6-2 6-4,4,26,,
Birmingham WCT,A,1978-01-09,Carpet,R32,3,Frew Mcmillan,Hubertus Hoyt,6-0 6-2,61,232,,
Birmingham WCT,A,1978-01-09,Carpet,R32,3,Wojtek Fibak,Mike Cahill,6-2 7-5,13,115,,
Birmingham WCT,A,1978-01-09,Carpet,R32,3,Raul Ramirez,Zeljko Franulovic,6-1 6-1,8,42,,
Birmingham WCT,A,1978-01-09,Carpet,R32,3,Ilie Nastase,Keith Richardson,6-1 6-4,9,74,,
Birmingham WCT,A,1978-01-09,Carpet,R32,3,Terry Moor,Paolo Bertolucci,6-4 6-0,53,29,,
Birmingham WCT,A,1978-01-09,Carpet,R32,3,Sandy Mayer,Raymond Moore,6-1 7-6,16,38,,
Birmingham WCT,A,1978-01-09,Carpet,R32,3,Eddie Dibbs,Bill Scanlon,7-5 4-6 6-4,6,37,,
Birmingham WCT,A,1978-01-09,Carpet,R32,3,Dick Stockton,Adriano Panatta,6-3 6-4,10,23,,
Birmingham WCT,A,1978-01-09,Carpet,R32,3,Peter Fleming,Charles Owens,6-3 6-2,47,,,
Birmingham WCT,A,1978-01-09,Carpet,R32,3,John Alexander,Heinz Gunthardt,6-3 7-5,18,221,,
Birmingham WCT,A,1978-01-09,Carpet,R32,3,Brian Gottfried,Tom Okker,6-1 6-4,5,31,,
Birmingham WCT,A,1978-01-09,Carpet,R16,3,Bjorn Borg,Cliff Drysdale,7-5 6-4,3,27,,
Birmingham WCT,A,1978-01-09,Carpet,R16,3,Roscoe Tanner,Nick Saviano,6-3 6-2,15,62,,
Birmingham WCT,A,1978-01-09,Carpet,R16,3,Vitas Gerulaitis,Frew Mcmillan,6-4 6-2,4,61,,
Birmingham WCT,A,1978-01-09,Carpet,R16,3,Raul Ramirez,Wojtek Fibak,7-6 3-6 6-2,8,13,,
Birmingham WCT,A,1978-01-09,Carpet,R16,3,Terry Moor,Ilie Nastase,2-6 6-3 6-3,53,9,,
Birmingham WCT,A,1978-01-09,Carpet,R16,3,Eddie Dibbs,Sandy Mayer,6-4 3-6 6-1,6,16,,
Birmingham WCT,A,1978-01-09,Carpet,R16,3,Dick Stockton,Peter Fleming,7-5 6-2,10,47,,
Birmingham WCT,A,1978-01-09,Carpet,R16,3,Brian Gottfried,John Alexander,6-4 6-3,5,18,,
Birmingham WCT,A,1978-01-09,Carpet,QF,3,Bjorn Borg,Roscoe Tanner,6-4 7-6,3,15,,
Birmingham WCT,A,1978-01-09,Carpet,QF,3,Vitas Gerulaitis,Raul Ramirez,6-2 6-3,4,8,,
Birmingham WCT,A,1978-01-09,Carpet,QF,3,Eddie Dibbs,Terry Moor,6-4 6-2,6,53,,
Birmingham WCT,A,1978-01-09,Carpet,QF,3,Dick Stockton,Brian Gottfried,6-3 3-6 7-6,10,5,,
Birmingham WCT,A,1978-01-09,Carpet,SF,3,Bjorn Borg,Vitas Gerulaitis,6-4 7-6,3,4,,
Birmingham WCT,A,1978-01-09,Carpet,SF,3,Dick Stockton,Eddie Dibbs,6-3 6-3,10,6,,
